aoa_deg,best_polynomial_prediction,best_smoothing_spline_prediction,selected_prediction
0.0,83.88653274789472,83.74426223273748,83.74426223273748
0.008347245409015025,83.91514502369728,83.74903503710917,83.74903503710917
0.01669449081803005,83.93976620558077,83.75449734031521,83.75449734031521
0.025041736227045072,83.96058539283706,83.76133864119,83.76133864119
0.0333889816360601,83.97778477896348,83.77024843856788,83.77024843856788
0.041736227045075125,83.99153983872462,83.78191623128323,83.78191623128323
0.050083472454090144,84.00201951166268,83.79703151796278,83.79703151796278
0.05843071786310517,84.00938638210101,83.81606985364989,83.81606985364989
0.0667779632721202,84.01379685568554,83.83867630799482,83.83867630799482
0.07512520868113522,84.01540133250856,83.86429446578961,83.86429446578961
0.08347245409015025,84.01434437685825,83.8923679118263,83.8923679118263
0.09181969949916527,84.01076488363809,83.92234023089694,83.92234023089694
0.10016694490818029,84.00479624149915,83.95365500729368,83.95365500729368
0.10851419031719532,83.99656649272814,83.98568952098375,83.98568952098375
0.11686143572621034,83.98619848993371,84.01757127266991,84.01757127266991
0.12520868113522537,83.97381004957364,84.04836895556186,84.04836895556186
0.1335559265442404,83.95951410236415,84.07715126286928,84.07715126286928
0.1419031719532554,83.94341884061352,84.1029868878019,84.1029868878019
0.15025041736227043,83.92562786252093,84.12494452715589,84.12494452715589
0.15859766277128548,83.90624031348146,84.14223801242073,84.14223801242073
0.1669449081803005,83.88535102443785,84.154611796283,84.154611796283
0.17529215358931552,83.86305064731924,84.1619315635477,84.1619315635477
0.18363939899833054,83.83942578760694,84.16406299901976,84.16406299901976
0.19198664440734556,83.8145591340665,84.16087178750419,84.16087178750419
0.20033388981636058,83.78852958568574,84.1522236189442,84.1522236189442
0.20868113522537562,83.76141237585746,84.13807447325928,84.13807447325928
0.21702838063439064,83.73327919384546,84.11870071796761,84.11870071796761
0.22537562604340566,83.70419830357207,84.09444975226452,84.09444975226452
0.23372287145242068,83.67423465976565,84.06566897534539,84.06566897534539
0.2420701168614357,83.64345002150499,84.03270578640551,84.03270578640551
0.25041736227045075,83.61190306319864,83.9959075749147,83.9959075749147
0.25876460767946574,83.57964948303567,83.9555317005451,83.9555317005451
0.2671118530884808,83.54674210894494,83.91152544194532,83.91152544194532
0.27545909849749584,83.51323100209918,83.86376936993405,83.86376936993405
0.2838063439065108,83.47916355799977,83.81214405532994,83.81214405532994
0.2921535893155259,83.44458460517832,83.7565300689517,83.7565300689517
0.30050083472454087,83.4095365015504,83.69680800239878,83.69680800239878
0.3088480801335559,83.37405922845629,83.63297294862089,83.63297294862089
0.31719532554257096,83.33819048242415,83.56540281416521,83.56540281416521
0.32554257095158595,83.3019657646897,83.49455541385072,83.49455541385072
0.333889816360601,83.26541846850685,83.42088856249642,83.42088856249642
0.342237061769616,83.22857996428316,83.34486007492129,83.34486007492129
0.35058430717863104,83.19147968257394,83.2669277440642,83.2669277440642
0.3589315525876461,83.1541451949678,83.18747130454113,83.18747130454113
0.3672787979966611,83.11660229289755,83.10661713961835,83.10661713961835
0.3756260434056761,83.07887506440828,83.02444032239917,83.02444032239917
0.3839732888146911,83.04098596891566,82.94101592598687,82.94101592598687
0.39232053422370616,83.00295590998638,82.85641902348473,82.85641902348473
0.40066777963272115,82.96480430617255,82.77072473231203,82.77072473231203
0.4090150250417362,82.92654915993174,82.6841170266214,82.6841170266214
0.41736227045075125,82.88820712466378,82.59712290862267,82.59712290862267
0.42570951585976624,82.84979356989535,82.51033677963386,82.51033677963386
0.4340567612687813,82.81132264464308,82.42435304097302,82.42435304097302
0.4424040066777963,82.7728073389854,82.33976609395812,82.33976609395812
0.4507512520868113,82.73425954387349,82.25717039255257,82.25717039255257
0.4590984974958264,82.69569010921086,82.17725370180469,82.17725370180469
0.46744574290484137,82.65710890023124,82.10098929855032,82.10098929855032
0.4757929883138564,82.61852485220406,82.02940487942263,82.02940487942263
0.4841402337228714,82.57994602349636,81.9635281410548,81.9635281410548
0.49248747913188645,82.5413796470199,81.90438678007997,81.90438678007997
0.5008347245409015,82.50283218009176,81.85300858409767,81.85300858409767
0.5091819699499165,82.46430935273678,81.8105420530148,81.8105420530148
0.5175292153589315,82.42581621445926,81.77849436694048,81.77849436694048
0.5258764607679466,82.38735717951207,81.75843902043155,81.75843902043155
0.5342237061769616,82.34893607068976,81.75194950804483,81.75194950804483
0.5425709515859766,82.31055616167335,81.76059932433716,81.76059932433716
0.5509181969949917,82.27222021795308,81.7859607535061,81.7859607535061
0.5592654424040067,82.23393053635574,81.82836725113138,81.82836725113138
0.5676126878130217,82.19568898320286,81.88457721800957,81.88457721800957
0.5759599332220366,82.15749703112546,81.95070798374556,81.95070798374556
0.5843071786310517,82.1193557945613,82.02287687794427,82.02287687794427
0.5926544240400667,82.08126606395976,82.09720123021062,82.09720123021062
0.6010016694490817,82.04322833871963,82.16979915753797,82.16979915753797
0.6093489148580968,82.00524285888463,82.23742580336615,82.23742580336615
0.6176961602671118,81.96730963562125,82.29862196240497,82.29862196240497
0.6260434056761268,81.92942848050315,82.35223895205243,82.35223895205243
0.6343906510851419,81.89159903362645,82.39712808970656,82.39712808970656
0.6427378964941569,81.85382079057933,82.43214069276534,82.43214069276534
0.6510851419031719,81.81609312828989,82.45612827622212,82.45612827622212
0.6594323873121869,81.77841532977533,82.46807133693972,82.46807133693972
0.667779632721202,81.7407866078154,82.46730159950235,82.46730159950235
0.676126878130217,81.7032061275733,82.45321001338439,82.45321001338439
0.684474123539232,81.66567302818605,82.42518752806026,82.42518752806026
0.6928213689482471,81.62818644334703,82.38262509300431,82.38262509300431
0.7011686143572621,81.59074552090239,82.32491498840602,82.32491498840602
0.7095158597662771,81.55334944148336,82.2521626529723,82.2521626529723
0.7178631051752922,81.51599743619586,82.16636030476967,82.16636030476967
0.7262103505843072,81.47868880338858,82.06980862006175,82.06980862006175
0.7345575959933222,81.44142292452085,81.96480827511215,81.96480827511215
0.7429048414023371,81.40419927915079,81.8536599461845,81.8536599461845
0.7512520868113522,81.36701745906446,81.73866369230193,81.73866369230193
0.7595993322203672,81.32987718156615,81.62184389460933,81.62184389460933
0.7679465776293822,81.29277830195014,81.5045162278991,81.5045162278991
0.7762938230383973,81.25572082517337,81.3878840520606,81.3878840520606
0.7846410684474123,81.21870491674892,81.27315072698315,81.27315072698315
0.7929883138564273,81.18173091287944,81.16151961255612,81.16151961255612
0.8013355592654423,81.14479932984973,81.05419292738061,81.05419292738061
0.8096828046744574,81.10791087269722,80.95194253523833,80.95194253523833
0.8180300500834724,81.07106644317919,80.85446513508376,80.85446513508376
0.8263772954924874,81.03426714705486,80.76129227790045,80.76129227790045
0.8347245409015025,80.99751430070071,80.67195551467195,80.67195551467195
0.8430717863105175,80.96080943707692,80.58598639638181,80.58598639638181
0.8514190317195325,80.92415431106248,80.50291602904231,80.50291602904231
0.8597662771285476,80.8875509041767,80.42213224018025,80.42213224018025
0.8681135225375626,80.85100142870425,80.34267494657483,80.34267494657483
0.8764607679465776,80.81450833124062,80.2635322781563,80.2635322781563
0.8848080133555926,80.77807429567494,80.18369236485495,80.18369236485495
0.8931552587646077,80.74170224562685,80.102143336601,80.102143336601
0.9015025041736227,80.70539534635346,80.01787624281364,80.01787624281364
0.9098497495826376,80.66915700614271,79.93069295387849,79.93069295387849
0.9181969949916527,80.63299087720912,79.84230917529777,79.84230917529777
0.9265442404006677,80.59690085610745,79.75471662642227,79.75471662642227
0.9348914858096827,80.56089108367979,79.6699070266028,79.6699070266028
0.9432387312186978,80.52496594455143,79.58987209519015,79.58987209519015
0.9515859766277128,80.48913006619037,79.51660146203349,79.51660146203349
0.9599332220367278,80.45338831754556,79.45157975407572,79.45157975407572
0.9682804674457428,80.41774580727817,79.39513276808103,79.39513276808103
0.9766277128547579,80.38220788160054,79.34742440449587,79.34742440449587
0.9849749582637729,80.34678012173684,79.30861856376671,79.30861856376671
0.9933222036727879,80.31146834101963,79.27887914634002,79.27887914634002
1.001669449081803,80.2762785816358,79.25836937857026,79.25836937857026
1.010016694490818,80.2412171110356,79.24710957931315,79.24710957931315
1.018363939899833,80.20629041801843,79.24480122191999,79.24480122191999
1.026711185308848,80.17150520850782,79.25110263785562,79.25110263785562
1.035058430717863,80.13686840102936,79.26567215858495,79.26567215858495
1.0434056761268782,80.10238712190373,79.28816811557283,79.28816811557283
1.0517529215358932,80.06806870016777,79.31824905345407,79.31824905345407
1.0601001669449082,80.03392066223567,79.35561344201562,79.35561344201562
1.0684474123539232,79.99995072631265,79.40004637207733,79.40004637207733
1.0767946577629381,79.9661667965729,79.45134428324207,79.45134428324207
1.0851419031719531,79.93257695711377,79.50930361511267,79.50930361511267
1.0934891485809681,79.89918946569746,79.57372080729202,79.57372080729202
1.1018363939899833,79.86601274729198,79.64438928033766,79.64438928033766
1.1101836393989983,79.83305538742214,79.72059968055508,79.72059968055508
1.1185308848080133,79.80032612534194,79.80058180799507,79.80058180799507
1.1268781302170283,79.7678338470389,79.88243091218283,79.88243091218283
1.1352253756260433,79.7355875780811,79.96424224264355,79.96424224264355
1.1435726210350583,79.70359647631716,80.04411104890241,80.04411104890241
1.1519198664440733,79.67186982443977,80.12013526442354,80.12013526442354
1.1602671118530885,79.64041702242234,80.19081257868929,80.19081257868929
1.1686143572621035,79.60924757983906,80.255461083912,80.255461083912
1.1769616026711185,79.5783711080778,80.31349957968455,80.31349957968455
1.1853088480801335,79.54779731245553,80.36434686559983,80.36434686559983
1.1936560934891485,79.51753598424534,80.40742174125072,80.40742174125072
1.2020033388981635,79.48759699262465,80.44214640337768,80.44214640337768
1.2103505843071787,79.45799027655299,80.46839799913218,80.46839799913218
1.2186978297161937,79.42872583658877,80.48696190936884,80.48696190936884
1.2270450751252087,79.39981372665306,80.49873139010627,80.49873139010627
1.2353923205342237,79.37126404574936,80.50459969736312,80.50459969736312
1.2437395659432386,79.34308692964723,80.50546008715799,80.50546008715799
1.2520868113522536,79.31529254253816,80.50220463775409,80.50220463775409
1.2604340567612686,79.28789106867143,80.49558291901015,80.49558291901015
1.2687813021702838,79.26089270397777,80.48606772826375,80.48606772826375
1.2771285475792988,79.23430764768855,80.47410006345645,80.47410006345645
1.2854757929883138,79.20814609395761,80.46012092252977,80.46012092252977
1.2938230383973288,79.18241822349346,80.44457130342528,80.44457130342528
1.3021702838063438,79.15713419520843,80.42789011476034,80.42789011476034
1.3105175292153588,79.13230413789216,80.41028683035195,80.41028683035195
1.3188647746243738,79.1079381419159,80.39153737641628,80.39153737641628
1.327212020033389,79.0840462509743,80.37136950869323,80.37136950869323
1.335559265442404,79.06063845387133,80.3495109829227,80.3495109829227
1.343906510851419,79.03772467635636,80.32568955484456,80.32568955484456
1.352253756260434,79.01531477301668,80.29963287512838,80.29963287512838
1.360601001669449,78.99341851923245,80.27105808019853,80.27105808019853
1.368948247078464,78.97204560319985,80.23966297366076,80.23966297366076
1.377295492487479,78.95120561802813,80.20514328249901,80.20514328249901
1.3856427378964942,78.9309080539162,80.16719473369729,80.16719473369729
1.3939899833055092,78.91116229041381,80.12551305423958,80.12551305423958
1.4023372287145242,78.891977588773,80.07979623995686,80.07979623995686
1.4106844741235391,78.87336308439444,80.02994996225334,80.02994996225334
1.4190317195325541,78.8553277793739,79.9762515005731,79.9762515005731
1.4273789649415691,78.83788053515356,79.91901671137467,79.91901671137467
1.4357262103505843,78.82103006528273,79.85856145111651,79.85856145111651
1.4440734557595993,78.80478492829245,79.79520157625711,79.79520157625711
1.4524207011686143,78.78915352068846,79.7292523328591,79.7292523328591
1.4607679465776293,78.77414407006668,79.66097768229379,79.66097768229379
1.4691151919866443,78.7597646283552,79.5905522735956,79.5905522735956
1.4774624373956593,78.74602306518678,79.51814179817873,79.51814179817873
1.4858096828046743,78.73292706140568,79.44391194745742,79.44391194745742
1.4941569282136895,78.72048410271245,79.36802841284587,79.36802841284587
1.5025041736227045,78.70870147345016,79.2906555583365,79.2906555583365
1.5108514190317195,78.69758625053547,79.21185504480638,79.21185504480638
1.5191986644407345,78.68714529753788,79.13151444422326,79.13151444422326
1.5275459098497495,78.6773852589102,79.04950446538179,79.04950446538179
1.5358931552587645,78.6683125543733,78.96569581707666,78.96569581707666
1.5442404006677795,78.65993337345778,78.87995920810255,78.87995920810255
1.5525876460767947,78.65225367020575,78.792168899365,78.792168899365
1.5609348914858097,78.6452791580349,78.70245299302373,78.70245299302373
1.5692821368948247,78.63901530476747,78.61135843448851,78.61135843448851
1.5776293823038396,78.63346732782666,78.51947133873036,78.51947133873036
1.5859766277128546,78.62864018960246,78.4273778207203,78.4273778207203
1.5943238731218696,78.62453859298917,78.33566399542936,78.33566399542936
1.6026711185308846,78.62116697709655,78.24490820327964,78.24490820327964
1.6110183639398998,78.61852951313658,78.15517419154958,78.15517419154958
1.6193656093489148,78.61663010048737,78.06569911504333,78.06569911504333
1.6277128547579298,78.61547236293609,77.97564552630128,77.97564552630128
1.6360601001669448,78.61505964510235,77.88417597786385,77.88417597786385
1.6444073455759598,78.61539500904338,77.79045302227142,77.79045302227142
1.6527545909849748,78.61648123104246,77.69365096313952,77.69365096313952
1.66110183639399,78.61832079858159,77.59366639087688,77.59366639087688
1.669449081803005,78.62091590749976,77.491525457153,77.491525457153
1.67779632721202,78.6242684593374,77.3883526604275,77.3883526604275
1.686143572621035,78.62838005886822,77.28527249915999,77.28527249915999
1.69449081803005,78.63325201181901,77.18340947181005,77.18340947181005
1.702838063439065,78.63888532277812,77.08390095006614,77.08390095006614
1.71118530884808,78.64528069329305,76.98862088331558,76.98862088331558
1.7195325542570952,78.65243852015772,76.90056478495998,76.90056478495998
1.7278797996661102,78.66035889388971,76.82282233189079,76.82282233189079
1.7362270450751252,78.66904159739762,76.75848320099936,76.75848320099936
1.7445742904841401,78.67848610483885,76.71063706917712,76.71063706917712
1.7529215358931551,78.68869158066761,76.68234988097423,76.68234988097423
1.7612687813021701,78.69965687887338,76.67542063371121,76.67542063371121
1.7696160267111851,78.71138054240936,76.68976987184752,76.68976987184752
1.7779632721202003,78.72386080281092,76.72516612831595,76.72516612831595
1.7863105175292153,78.73709558000347,76.78137793604937,76.78137793604937
1.7946577629382303,78.75108248229955,76.85817382798061,76.85817382798061
1.8030050083472453,78.76581880658438,76.95529248066333,76.95529248066333
1.8113522537562603,78.78130153868939,77.07098229091817,77.07098229091817
1.8196994991652753,78.79752735395299,77.20133998945784,77.20133998945784
1.8280467445742905,78.81449261796774,77.34229455428026,77.34229455428026
1.8363939899833055,78.83219338751313,77.48977496338334,77.48977496338334
1.8447412353923205,78.8506254116728,77.63971019476499,77.63971019476499
1.8530884808013355,78.86978413313545,77.78805421469826,77.78805421469826
1.8614357262103505,78.88966468967809,77.93192954318155,77.93192954318155
1.8697829716193655,78.91026191583023,78.0701017405992,78.0701017405992
1.8781302170283805,78.93157034471841,78.20145972119882,78.20145972119882
1.8864774624373957,78.95358421008865,78.32489239922798,78.32489239922798
1.8948247078464107,78.9762974485064,78.43928868893427,78.43928868893427
1.9031719532554257,78.9997037017317,78.54355915530316,78.54355915530316
1.9115191986644406,79.02379631926841,78.6375647136044,78.6375647136044
1.9198664440734556,79.04856836108546,78.72246764975266,78.72246764975266
1.9282136894824706,79.07401260050871,78.79952428627601,78.79952428627601
1.9365609348914856,79.10012152728135,78.86999094570255,78.86999094570255
1.9449081803005008,79.12688735079101,78.9351239505604,78.9351239505604
1.9532554257095158,79.15430200346171,78.99616840706526,78.99616840706526
1.9616026711185308,79.18235714430836,79.05390647735403,79.05390647735403
1.9699499165275458,79.21104416265206,79.1085028946786,79.1085028946786
1.9782971619365608,79.2403541819937,79.16007947366792,79.16007947366792
1.9866444073455758,79.2702780640438,79.20875802895098,79.20875802895098
1.9949916527545908,79.30080641290625,79.25466037515676,79.25466037515676
2.003338898163606,79.33192957941372,79.29791489937858,79.29791489937858
2.011686143572621,79.36363766561196,79.33890549326196,79.33890549326196
2.020033388981636,79.39592052939088,79.37834795790289,79.37834795790289
2.028380634390651,79.42876778925981,79.41698027646453,79.41698027646453
2.036727879799666,79.46216882926407,79.45554043211007,79.45554043211007
2.045075125208681,79.49611280404059,79.4947664080027,79.4947664080027
2.053422370617696,79.5305886440095,79.53539183189258,79.53539183189258
2.061769616026711,79.56558506069922,79.57799060564669,79.57799060564669
2.070116861435726,79.60109055220208,79.62293452552099,79.62293452552099
2.078464106844741,79.63709340875764,79.67058240899327,79.67058240899327
2.0868113522537564,79.67358171846077,79.72129307354126,79.72129307354126
2.0951585976627713,79.71054337309157,79.77542533664274,79.77542533664274
2.1035058430717863,79.74796607406414,79.83332513792276,79.83332513792276
2.1118530884808013,79.78583733849102,79.89489223646822,79.89489223646822
2.1202003338898163,79.82414450536031,79.95947645379765,79.95947645379765
2.1285475792988313,79.86287474182231,80.0263936973868,80.0263936973868
2.1368948247078463,79.90201504958239,80.09495987471145,80.09495987471145
2.1452420701168613,79.94155227139701,80.16449089324739,80.16449089324739
2.1535893155258763,79.98147309766951,80.23431554215887,80.23431554215887
2.1619365609348913,80.02176407314234,80.3041848625626,80.3041848625626
2.1702838063439063,80.06241160368248,80.374356874356,80.374356874356
2.1786310517529213,80.10340196315664,80.4451196023233,80.4451196023233
2.1869782971619363,80.14472130039265,80.51676107124871,80.51676107124871
2.1953255425709517,80.18635564622384,80.58956930591644,80.58956930591644
2.2036727879799667,80.22829092061278,80.66383665827912,80.66383665827912
2.2120200333889817,80.2705129398508,80.73998985333569,80.73998985333569
2.2203672787979967,80.31300742382993,80.81861278235279,80.81861278235279
2.2287145242070117,80.35576000338344,80.9002982575213,80.9002982575213
2.2370617696160267,80.39875622769156,80.98563909103207,80.98563909103207
2.2454090150250416,80.4419815717487,81.07522809507597,81.07522809507597
2.2537562604340566,80.48542144388837,81.16961760750553,81.16961760750553
2.2621035058430716,80.52906119336232,81.26816777760394,81.26816777760394
2.2704507512520866,80.57288611797009,81.36888033814405,81.36888033814405
2.2787979966611016,80.61688147173514,81.46968312430707,81.46968312430707
2.2871452420701166,80.66103247262403,81.56850397127421,81.56850397127421
2.2954924874791316,80.7053243103046,81.66327071422666,81.66327071422666
2.3038397328881466,80.74974215393972,81.75194438387565,81.75194438387565
2.312186978297162,80.7942711600123,81.83341459361122,81.83341459361122
2.320534223706177,80.83889648017828,81.90760172072935,81.90760172072935
2.328881469115192,80.88360326914334,81.97447984414656,81.97447984414656
2.337228714524207,80.9283766925597,82.03402304277944,82.03402304277944
2.345575959933222,80.97320193493903,82.08620539554454,82.08620539554454
2.353923205342237,81.01806420757771,82.13101531314977,82.13101531314977
2.362270450751252,81.0629487564904,82.1688223683437,82.1688223683437
2.370617696160267,81.1078408703481,82.20040833269252,82.20040833269252
2.378964941569282,81.1527258884169,82.22657552883597,82.22657552883597
2.387312186978297,81.19758920849326,82.2481262794137,82.2481262794137
2.395659432387312,81.24241629483214,82.26586290706543,82.26586290706543
2.404006677796327,81.28719268606399,82.28057794511516,82.28057794511516
2.412353923205342,81.33190400309653,82.29281612916816,82.29281612916816
2.4207011686143574,81.37653595699763,82.3028611237507,82.3028611237507
2.4290484140233723,81.42107435685526,82.31098414713523,82.31098414713523
2.4373956594323873,81.46550511761043,82.31745641759419,82.31745641759419
2.4457429048414023,81.5098142678596,82.32254915340002,82.32254915340002
2.4540901502504173,81.55398795762207,82.3265285056987,82.3265285056987
2.4624373956594323,81.5980124660691,82.32953842122797,82.32953842122797
2.4707846410684473,81.64187420921014,82.3315974123358,82.3315974123358
2.4791318864774623,81.68555974753302,82.3327182781097,82.3327182781097
